phrase|partisanship
assist paymast|-109.118920143246
railroad compani|106.557584893311
return board|-61.8689915603062
act assist|-60.0944086151778
govern unit|59.4227211370629
silver dollar|58.5643598150522
san francisco|-46.3311060954339
choctaw counti|41.2451147295748
peopl countri|-40.0222265242402
secretari navi|35.7271244490173
secretari treasuri|-34.9918822181258
hot spring|30.268556879578
state canvass|29.1298683036505
gold silver|-28.188645852073
expenditur govern|-27.0209675117723
great britain|-26.260972351859
board public|24.5960633173239
railway postoffic|24.2056208142229
congression printer|-22.8408442845079
silver coin|21.7532937698907
public sale|21.1232878946288
similar import|21.0554975147585
postoffic depart|20.8562864646727
class two|-20.7638718443452
speci payment|-20.7296469764678
war premium|-20.669993163781
contest wit|20.6398458779078
one cent|20.465352036933
civil war|-20.4271687684527
also petit|20.0705724538735
color voter|19.7366068422518
distinguish friend|-19.7029091093172
compens postmast|19.5757371262888
mail matter|19.3129205066039
circuit court|-19.2465699184078
vessel destroy|-19.0826717061438
sink fund|18.7805230314853
secretari interior|18.6212529076565
postoffic car|17.9183058799349
mail servic|17.8517732867022
class one|-17.3819852745003
manag indian|-16.5569868855126
elector bill|-16.4583804251591
interest upon|-16.08562744615
transfer indian|-15.5382925713164
railway compani|14.8066739906736
insur compani|-14.6861420801821
properti govern|13.8887495849533
pay tax|13.8488833534751
offic crew|-13.5145166153957
minist resid|-13.3154521184088
said board|13.1807265675092
suppress domest|12.9788104602926
present year|-12.7207117381172
carri mail|12.473091771021
public treasuri|-12.4054209715223
cent acr|12.387176974088
board audit|12.1816737964223
salari paid|-12.0614229880911
offic trust|-12.0463237360029
public servic|-11.9989518376784
indian bureau|-11.9690334496105
writ habea|-11.8212059386438
class four|-11.7234126829299
statut larg|-11.6959325661164
tax bill|11.691924132132
vote counti|11.6918338488361
georgetown railroad|11.5821072241636
sectarian school|11.5751863345369
exculp cruiser|-11.3029838945783
feder constitut|-11.2257594350227
weight mail|11.1464252552331
board state|11.1373580582119
said messag|-10.9503304547659
five state|10.9435270393542
central pacif|10.8349608490088
centenni year|-10.7530142309389
stand armi|-10.4787388727047
collect rent|10.3293683807946
domest violenc|-10.1921088227323
state colleagu|-10.1583522562402
administr govern|-10.0837479234839
offer public|10.0746034891668
twelv half|9.88168233279474
tabl accompani|-9.87574272433619
amend repeal|9.81138199571293
fifteen cent|9.76024837306939
six hundr|-9.74468896892619
member wit|9.69647809868856
citi philadelphia|9.449001308678
drawn treasuri|-9.05693307021991
debt state|8.87706531905631
pay rent|8.66292672340072
two cent|8.48733859812836
practic engin|8.42821475157114
proposit reduc|8.28596578463477
govern printer|8.23350130303198
owner vessel|-8.12502210644889
scarc think|8.09765787508807
profit unit|-8.04640277095671
singl term|-8.04041492316866
second term|-8.03099653157852
inspector said|8.02947560792151
loyal govern|8.01726798467946
timber upon|7.98813491594724
four hundr|7.96813803009096
street avenu|7.95347510350739
feder bayonet|-7.79827960704123
fraction currenc|7.79666266961594
star rout|-7.74955682189431
hawaiian treati|-7.68294263329772
six clerk|-7.61768774469139
neutral nation|-7.55168871662696
reduct expenditur|-7.42572446247213
war depart|-7.39820559311559
muster servic|7.34025754660799
confeder servic|7.29600296991041
citi memphi|-7.29182896302268
individu titl|-7.16608151552573
pay treasuri|7.1632608299421
equal bounti|-7.0895457292668
support constitut|-7.07795664981677
habea corpus|-7.07272680826888
par gold|7.06698439085647
oath support|-6.99933937135121
freedeliveri system|-6.969711243465
five clerk|-6.83705202174149
taxpay countri|-6.82968153738318
civil life|-6.818628788545
contempt author|-6.78298771646133
hundr nineteen|6.77709574636855
quarter dollar|6.71753658472897
ounc fraction|6.64493296046987
reduc expenditur|-6.64375758185827
color men|6.62694677238147
document relat|-6.58487443210755
erect build|-6.57398631042653
class matter|6.4623861151013
mail unit|6.36497868825564
dollar quarter|6.31393213067338
red cloud|-6.29849427377457
front properti|6.28826257954719
eleventh regiment|6.2564258641068
bounti bill|6.17051671023453
citi norfolk|6.13071975093206
intern revenu|6.08573386448395
union pacif|6.0493180337497
repair street|5.93975542856997
chief engin|-5.93224485426811
compound interest|5.89423826497387
support sectarian|5.88694916775049
open count|5.83455095259895
colleg elector|5.76581527440249
yet learn|-5.70311612499793
island avenu|5.68961692595253
mint san|-5.62377224625644
expenditur last|-5.60659482086428
citi cincinnati|-5.60210120615307
color titl|5.57203900712925
northern peopl|-5.54184007938445
high posit|-5.53619580570759
coin worth|5.49587497154693
vessel captur|-5.43684437128762
survey public|-5.40757450769514
elector constitut|-5.39302187002449
consular agent|-5.3870146163007
open poll|5.3489671151742
hundr acr|5.26981776511235
navig fact|-5.25085133727607
sixtysix million|5.23485753529188
exercis offic|-5.22343037240467
pension also|5.17331297569187
naval offic|-5.16487842702166
salari presid|-5.11652488962355
offic commenc|-5.103643530185
absenc vicepresid|-5.06494143730566
indian war|-4.98304878458809
salari minist|4.95544673581222
admit state|-4.94938386292506
depart entitl|4.90056307248571
offer prove|-4.89178009169368
legal tender|4.8700214414403
transmit mail|4.74740958911469
abridg right|-4.74172332460913
carri counti|4.71850707780195
board return|4.70273542201202
claim disallow|4.69373047849944
failur elect|-4.6845918210712
paper claim|4.68250718320907
citi union|4.66070383574492
pacif western|4.64142038199649
licens tax|4.58321320856185
street pay|4.5773260376824
highest judici|-4.55366961049509
true polici|-4.54879632236408
public domain|-4.52732202729956
action return|-4.51993705747945
silver legal|-4.4697340999596
cent dollar|4.42241091702244
late elect|-4.42049590894704
eight oclock|-4.37485311288813
messag document|-4.36768374982636
lie sign|-4.3377102287163
state note|4.32319626822726
hour labor|-4.2765012303472
union resum|-4.25201520601808
postoffic citi|4.22014024218388
regular book|4.18282050451262
plan reconstruct|4.14175357224903
whole author|4.11578678092058
court justic|-4.10367413633377
tenth street|4.08947805611794
hundr thirtynin|4.08892612285259
excess appropri|-4.08597942788287
constitut author|4.07687288569256
japanes vessel|-4.04682712196835
proper elect|4.04614979555985
navyyard countri|4.00361365622314
true fals|-3.99244132256491
odd section|3.97112463690086
seventi cent|3.91827166991286
subject jurisdict|-3.91657823221381
much pleas|-3.90255633091737
sugar island|-3.89923732586847
pass mail|3.89732256601024
mail pay|3.88546117376061
pay counsel|3.8284303536376
credit mobili|-3.7107183885035
state te|-3.69881567465711
action board|-3.69439251533463
contumaci wit|-3.6766860005851
governor tilden|3.64612754104701
transport account|-3.60382248805856
understand friend|3.57749344310313
hundr ninetyon|3.56680414951176
poor privileg|3.54812400953079
true remedi|3.5414310643878
congress alter|3.53762417897918
averag weight|3.5012383807205
honest administr|-3.49855893580149
legal legislatur|-3.48851448277083
date appoint|-3.47674173664656
said territori|-3.45836507295927
written evid|-3.43923051326836
gold coin|3.43156912582493
requir ballot|3.40995009073841
tender silver|3.40957498492385
par coin|3.40224364997908
vote payment|3.3941721220934
publi build|3.38984621203222
rate one|3.38809824446666
impair oblig|-3.37883467851744
pay onethird|3.36819636867566
common jail|-3.36730336543595
feder treasuri|-3.34666626776061
return found|3.33821921403734
said colleagu|-3.3325110471035
throughout broad|-3.3237717759312
muster offic|3.29898377775607
civil educ|-3.2734091425359
receiv rent|3.26475093522723
road run|3.26429615369867
fraud perpetr|-3.26273878673038
beg make|3.25185263287078
time contest|3.24337280025356
tie fact|3.19102391797377
puriti ballotbox|3.1849425403866
best materi|3.15754278118648
proviso stricken|-3.14320430209369
found revis|-3.14085429727118
duti count|-3.11194928440887
countri paid|3.10878919983016
counti pay|3.09013386914269
titl nation|-3.08467411716443
proceed count|3.08123513382579
within twentyfour|-3.05613851972127
first wednesday|3.05520783034365
govern indian|-3.03806757829132
expressli given|-3.03000871128378
congress ascertain|-3.02359685139425
squar block|2.99452013282431
charg account|2.99354475983025
assist messeng|-2.97165793035091
extend whole|2.964412627397
fifti feet|2.94508410856265
pay silver|2.93465065842345
run elev|2.9283172426159
sixteenth thirtysixth|2.92485234529571
mint assay|2.91068650041158
fals certif|-2.90448706568106
seven thousand|-2.89969748623092
geographi countri|2.89010984038038
make restrict|2.88504614364299
increas salari|-2.87783572528955
indian countri|2.87555474712219
make said|-2.85122873271985
mail facil|2.85102573296317
mail carri|2.84131196348814
chicago omaha|2.83545747061442
make contract|2.83081874226876
proper cost|-2.81545584584433
third auditor|-2.80326566821788
connect train|2.79640497410351
late commission|-2.78675247770152
contest two|-2.78624320585469
singl return|-2.78490183647667
send minist|-2.78136907314463
privat properti|2.78133486111934
deduct net|2.78098221090459
amount remain|-2.75864302417534
color soldier|2.75853265595599
sea pay|2.74871337255854
direct sergeantatarm|2.7483127957259
section fourth|-2.73708861534709
procur fraud|-2.73365826069313
whose salari|-2.72108420322464
horizont reduct|2.71729974672675
regard count|-2.69805418468
freedman save|-2.68395001593191
use stamp|2.66712139164061
reason salari|-2.66433802280801
adapt agricultur|-2.66210232130019
produc return|-2.65388262896222
upon settler|2.64695663249188
vote presenc|2.64234865302404
regiment cavalri|2.63949061890868
correct principl|2.61150135697272
confess surpris|2.60992942402905
circul countri|2.60761856485994
announc colleagu|-2.59494442578636
make salt|2.59307534049003
owe absenc|-2.58769870377988
number gallon|2.57444529667282
caus depreci|2.57380451338268
place assign|2.5661883649868
relat survey|-2.5556823820551
thirteenth street|2.54801752934035
governor chief|-2.53162475024657
without injuri|-2.51983503324792
credit said|2.4926021381885
counti clerk|2.48483981401329
extend jurisdict|2.46030611201506
male adult|2.44976614488173
popul exceed|-2.44407723013301
chicago saint|-2.43749039945992
execut provis|-2.41489571552553
rent peopl|2.40409845176813
slightest degre|-2.39007889005699
repeal increas|-2.37943105814722
postag newspap|2.347653585541
two legislatur|2.34260146896704
necess commerc|-2.33529540484341
mere proposit|2.33334000963889
commerci advantag|2.32698005876319
proposit admit|2.31631487108454
said pension|2.31576343760267
paid civil|2.30577088690655
seat whether|2.30414494596362
transport mail|-2.2967540139797
fals fraudul|-2.28672299042487
come hero|2.27311135451258
pay princip|2.2330475613787
bimetal system|2.22556070655324
opinion express|-2.22449098600105
ventur make|2.21105066627552
upon elect|2.19481763400617
denomin school|2.19437310696366
order survey|-2.17984880930916
hundr first|2.17661523619729
grain pure|2.16598717077534
entir safe|-2.16337847398643
legislatur conven|-2.16020293552386
pay cadet|-2.15732158963582
testimoni send|-2.15223411155772
state th|2.15185153016627
exist upon|2.14945176610197
thousand seven|-2.14943751465707
due indian|-2.1475203311862
sober second|2.14390568661455
twentysecond joint|2.14290151569521
promot effici|-2.14067845295116
vicepresid presid|-2.13910855998007
right remov|-2.13602307688572
modif resolut|-2.13171718196301
result presidenti|2.1203925485587
charact materi|2.1177460562289
allow remark|2.11292581165241
intimid voter|-2.11050435942605
lie foundat|-2.10261150335222
regard citizen|-2.07401612858589
friend pardon|2.07280615529972
acr survey|-2.0610831992287
afford facil|2.0535860516522
state oath|-2.04791642095943
resum speci|-2.04067094256846
commenc build|-2.03311941411568
mexican claim|2.02863292517815
shrinkag valu|-2.02425233161802
born within|-2.01467521077325
less amount|2.0144154334402
indian titl|2.0118426119565
term commenc|-2.00137360128821
build pier|1.99953023946932
organ regiment|1.99897408972684
conduct indian|-1.99875711261705
upper cumberland|1.99562356043347
fraud perjuri|-1.99384630280862
justic righteous|-1.99271524479541
truth state|-1.99267831098821
exercis suffrag|1.99133385464266
sorrow regret|1.98774679220625
far abl|-1.98515447495941
right settler|1.98190606119753
violat neutral|-1.97719214144675
half cent|1.97625455183686
centenni exposit|1.95113028430254
titl seat|1.94677906135323
strike ont|1.94420138136284
exclud vote|-1.92044713030271
ton mail|1.91810827468068
total indebted|1.90389730705143
amend sixth|1.9009703163616
govern railroad|1.88768816302908
spanish govern|-1.88711483134564
print agricultur|1.88249946360168
differ statement|1.85945173334214
debt matur|1.8411916574864
tribun constitut|-1.83404624056996
botan garden|1.82841169648101
successor offic|-1.82351381320884
constitut true|-1.81871963905728
bribe vote|-1.81609793481804
honest due|1.81464813030937
citizen unit|-1.80791265683096
war indian|-1.801494924262
queen great|-1.79977927131498
appropri present|-1.79581567309221
confin state|-1.7957097621566
denomin countri|1.79172193826669
averag distanc|1.7836558034358
slackwat navig|1.78164504190913
within twelv|1.78141464900059
term enabl|-1.77537509407954
insert lien|-1.77433728761407
wrong act|1.77238126156918
benefit postal|1.76704868509415
year duti|-1.76512986885419
judiciari instruct|-1.76323786158248
plain distinct|-1.74990619563772
state admit|-1.74981827518052
worth trade|1.74274042638112
armi control|-1.74105932623856
count bill|-1.73839467793564
twelv cent|1.72986759870769
issu governor|1.72946046071098
expend relief|1.72324756534392
receiv condemn|-1.72245441953797
contest must|1.70375754562432
return secretari|1.69470492692485
receiv silver|1.68147670047587
contest bill|1.67919628331838
justic claimant|1.67337258347008
accord admiss|1.67009476851001
american minist|-1.6644824299538
assent bill|1.66268895742649
foreign countri|-1.66078688028733
receiv open|1.65023372172687
mathemat calcul|1.6473145519394
amount lie|1.6459131315458
board polic|1.6452783281905
war hate|1.64517434680492
regard indian|1.64469755988643
consider instruct|1.63270380302419
upon represent|1.62513530215877
claim railroad|1.62477919635652
worth two|1.62221805687165
friend refer|1.62011035260503
norfolk navyyard|1.61617497602926
expens lie|1.59328189944655
color popul|-1.59111980785254
wit count|1.59089775582346
award sum|-1.57369819795672
understand ground|1.5687089418885
timber countri|1.5659133978364
dollar promis|1.56514980106534
come lie|-1.56423472577642
local domest|1.56328916528452
regard commerc|1.56227433385997
govern employd|1.54853053492842
actual debt|1.53725038155061
one labor|-1.53411895629337
quit adequ|-1.53408812962853
debt compani|1.52960943926998
thing els|1.52840422856031
look preced|1.52404167205782
ticket put|1.51445788455543
letter packag|1.50973880173892
right duti|-1.50553826805061
titl exist|-1.49927549713491
appropri tie|1.4984829475555
offici gazett|1.49514773425401
postmastergener state|-1.47881499276657
great stapl|1.4781456193396
sixth street|1.47752936653636
centenni anniversari|-1.47539719448173
understood report|1.46867161091723
candid elector|-1.46337724708179
three regiment|1.45929543217896
within quarter|1.45189202899019
report eas|1.45103327933336
board financ|-1.43651785658124
imprison contempt|1.4339935856288
leg knee|1.43326781394878
tax whiski|1.43232504733594
postpon present|1.43226443796405
made evid|-1.42962028657723
eighth line|1.42051985969624
countri peril|1.41970222861747
polit opinion|1.413372929429
govern theunit|1.40738364540763
admit proposit|-1.40161705991382
everi heart|1.39429152384684
hundr soldier|-1.3939400725543
charact whole|1.39121766557789
right corpor|1.38223720281617
manner legislatur|-1.3761479775121
offic profit|-1.37333216317728
reconstruct state|1.37041004277039
caus use|1.36814227424463
exercis refer|-1.36727092871836
matter distribut|1.35990232601368
occas whatev|-1.35908595729316
outsid citi|1.35690964225451
state ascertain|-1.35399994839269
cent quit|-1.35162790403749
sever bureaus|1.34504919044051
receipt postoffic|1.34162338262701
appropri sought|-1.34132577278107
place liquor|1.33607393333827
rise move|-1.33159545430169
pledg unit|-1.3249881515393
remain custodi|-1.32382073416607
great evil|1.32050611974028
commenc proceed|1.31698768016039
men four|1.31394825619364
legaltend paper|1.3090168141844
ted state|-1.30740010592245
provid fill|-1.30494872790812
claus strike|1.29547108124993
amendatori act|1.29220298817081
manifest error|-1.28924719405146
elector equal|-1.28747309317606
ever perform|-1.28111034967556
paid salari|-1.27846418016188
sixteenth seventeenth|1.27054108776622
determin elector|-1.26765103836187
protect naval|1.26621481599146
ground complaint|-1.26253761965043
goe give|1.26241770554419
howev honest|-1.25818384349421
paid return|1.25441777830612
entir consider|1.25181251244109
dishonest corrupt|-1.24650464323981
