phrase|partisanship
american peopl|-132.121653969746
interest rate|-90.6018517517099
secretari agricultur|-68.6964020074203
nation guard|62.0420690722461
world war|59.7940962085363
unit nation|-58.588372796604
foreign polici|-54.4048282345898
trial juri|-53.1811964482894
war ii|49.655164557581
atom energi|-47.6586080764324
depart agricultur|-45.7948408539434
feed grain|-44.5690279334401
farm program|-43.0051160402561
public health|-37.0617735337758
agreement act|34.6682777159026
nation defens|33.826790238002
state depart|-33.3082086162721
unemploy insur|-33.1707634301393
armi engin|33.1626085849022
attorney general|-32.796565484348
textil industri|32.6740341354655
communist parti|32.337542230685
take care|31.735601633744
term servic|31.1076248703193
confer counsel|29.2818851410584
puerto rico|-28.8713132260183
foreign countri|28.3407743683469
acreag reserv|-26.806331514457
high interest|-25.5014299913012
wit confer|25.5004015681306
trade agreement|25.3723002540678
retir system|24.7625937464039
air forc|24.7612239367656
farm incom|-24.7367909445582
revenu code|24.1554597308876
energi commiss|-23.020633236704
lead zinc|-22.8796413656606
eisenhow administr|-21.2776306486111
servic retir|21.1313146798104
right trial|-21.124226115036
onion futur|20.0083052276517
percent pariti|-19.2499074275459
rural develop|18.9864539671023
constitut right|-18.9403938408964
feder aid|18.3955381070488
hell canyon|17.9455870894146
tafthartley act|17.5704938790743
ballist missil|-17.3262774172304
retir act|17.2586688610382
present administr|-16.9784534795363
communist china|16.5977569159163
press confer|-16.5759218827758
urban renew|-16.2014371817053
rise support|15.8525145434163
oil compani|-15.6291169854288
paper number|15.6041331288359
street journal|-15.4629324375577
mani year|14.8257950301271
equal size|14.6929110880198
saudi arabia|-14.6094618239098
net incom|-14.5859209452963
privat enterpris|14.4041464656696
panama canal|-14.3280105295383
valley author|14.2815734611293
congression quarter|14.0843223520793
labor organ|14.0598966582888
men women|-13.4547256260549
union member|13.4213083242988
secretari put|13.3501869941014
nation capit|13.3048629346901
onion grower|13.2693155357025
put ballot|13.1381725691455
feder spend|12.8041521997899
million american|-12.5303350096184
distress area|12.1753661352009
intern revenu|12.1060774461747
class whose|11.9924096039814
demand second|11.9598971118581
american farmer|-11.8903811877477
suez canal|-11.8528308107309
civil contempt|-11.8336941907168
govern spend|11.8239610479693
fbi file|11.7706195411534
treasuri depart|11.6469574842473
air traffic|11.6393117517043
residu oil|11.5174195397996
big busi|-11.4200436763963
health servic|-11.2807340444952
futur trade|11.2323382129196
natur gas|-11.134509407718
militari depart|10.9108510916617
labor disput|10.9090220706608
retir benefit|10.8901788699087
firstclass mail|-10.7160261171145
overthrow govern|10.5864087936479
cubic feet|-10.4366690064443
korean war|10.3825782575221
communist aggress|-10.3764759811264
accord class|10.2717439153014
depart justic|-9.88531223861116
welfar fund|9.8811335676578
emerg civil|9.87180085279897
great mani|9.82398089740494
basic commod|9.78565002403938
feder judg|-9.71842135395823
presid budget|-9.70517929482917
longshoremen act|9.59305149208833
polici administr|-9.55436417785144
want commend|9.5541101148378
budget messag|-9.47707247200314
farm famili|-9.41973467892156
depart labor|-9.29543787645511
farm bill|-9.2396380560918
counterpart fund|9.17631878646035
arab state|-9.17218628755135
tax reduct|9.13542556992549
juri trial|-9.1163739590651
labor union|9.07267872276062
nation independ|-9.02144804588173
labor relat|8.93458525193606
juvenil court|-8.87104295720102
poultri inspect|-8.76190068312699
western state|8.70572638582637
support presid|8.67723630076011
local communiti|8.5963799814104
high hell|8.5038162370376
armi reserv|8.49185615384202
medic care|-8.48470394305076
rank file|8.47177550262416
mammoth cave|8.45601841161257
labor leader|8.42083245903858
econom polici|-8.37885020104802
labor movement|-8.35467433655063
foreign trade|8.3537409448036
one paper|8.35226525038678
lawenforc offic|8.23219995590873
american public|-8.20511833462447
mental retard|-8.19685526998968
retir fund|8.16972955183879
secondari boycott|8.16335846675675
food drug|-8.15413323347505
smallbusi firm|8.10031851439953
state navi|8.09139686661703
draw one|8.07545830243158
agricultur product|8.041221173702
feder court|-7.91985913968319
postal servic|7.91866572728728
militari construct|7.88172218060201
meat inspect|-7.88072255246533
joint chief|7.86774819203468
propon bill|-7.85331051768869
increas interest|-7.82604660699244
reorgan plan|-7.78547085629364
oil industri|-7.77942383532466
trade polici|7.72479979396781
feder incom|7.66476716740887
million bushel|7.66291481259731
excis tax|7.650413624255
guard reserv|7.58759124631732
articl entitl|-7.47790627516079
aswan dam|7.45485984810823
fifth amend|7.41041819010784
foreign nation|7.2386891464094
soviet russia|-7.23331534377529
dalla counti|7.22763212668597
public assist|-7.22206545063187
state right|7.19610256676963
retir age|7.12116424440509
depart state|-7.11069517267265
urgent need|-7.10720810776498
corp engin|7.09811025382933
paper equal|7.06001523512737
trade act|7.05968279578414
employ tax|7.01957145589143
armori board|-7.00437013591117
human right|-7.00364290697612
famili farmer|-6.9780570603129
respons congress|6.96141087215013
local level|6.94492480872858
outdoor recreat|-6.91882565509915
speech correct|-6.91574200415412
side aisl|-6.83630082298619
provid open|-6.73701036129057
reserv object|6.68150305756434
state chamber|-6.57902290563337
omnibus bill|6.55407019226101
scienc foundat|-6.5478809454958
nation origin|-6.51645704929227
local contribut|6.51527633748147
insur compani|-6.49012430560775
labor legisl|6.47964625453261
relat board|6.47883534553156
spanish war|-6.4745394400141
pension fund|6.40224731522583
minimum wage|-6.39739476275808
farm bureau|6.30445165742697
dominican republ|6.28223168455145
labor surplus|6.26521255448501
cabaret tax|6.22072100794493
food fiber|-6.17355624336617
nation product|-6.14485434627846
chief staff|6.10577334655238
state armi|6.10105387864378
vocat educ|-6.10058659130222
pariti concept|-6.08573196258906
citi chicago|-6.07556538543812
recommend presid|6.04970925513176
school lunch|-6.04617790426354
american famili|-6.04128170497611
increas retir|5.96272527639457
statement wit|5.91809546217291
insur unemploy|-5.86649791665066
refer servic|-5.86149185772005
privat invest|5.79253471935456
intercontinent ballist|-5.78450153169577
taxabl year|5.76310277854005
familys farm|-5.72390578917835
traffic control|5.71508828638659
budget request|5.71499708399107
eastern europ|-5.71095986727238
mail pay|-5.70554182672022
monument commiss|5.6648498490587
consent articl|-5.60877192163839
canyon dam|-5.57821134296367
communist leader|-5.53451325020898
laborsurplus area|5.5232784319992
arlington counti|5.49115519186521
milk program|5.44728347219218
point view|-5.43391781854248
intern trade|5.40015787496461
central valley|5.39886871742349
commission educ|5.38677140610405
standard oil|-5.3858138761071
number two|5.3625814834064
trade commiss|5.3466591896577
right commiss|-5.33180278903967
depress area|-5.32781670473901
kennedy bill|5.32519141691282
gaza strip|-5.25560089659247
justic depart|-5.24795746818791
violat injunct|-5.22427266104211
unemploy compens|-5.19477548305493
hear record|5.18356656206708
revenu servic|5.17874508887838
foreign servic|-5.17774725896675
classifi employe|5.16139843597486
pay tax|5.15201082634744
depart armi|5.14973945475521
manufactur milk|-5.11297116236196
feder tax|5.07276557271228
secur countri|5.07107344743058
middl eastern|-5.03578305014194
net profit|-5.01312568035278
hawaiian statehood|5.00419146233337
increas cost|-4.96723746665443
econom growth|-4.9004946419757
deplet allow|-4.86345128591055
increas unemploy|-4.85341800247121
discharg petit|-4.80979000746771
squar feet|4.80342450183792
american foreign|-4.78798691965795
arab countri|-4.77263036303147
puerto rican|-4.75807200577529
navi nurs|4.73071290806518
employ employe|4.70324971538621
tax delinqu|4.70116587295194
navi air|4.67932644646268
capita incom|-4.66870533879847
author bill|4.66437424339987
unknown soldier|4.64564840759291
wage rate|4.61998897692618
court equiti|-4.56898385884458
econom transmiss|-4.56868969867566
sympathi hour|4.56612358599366
secur pact|-4.53755039922021
interst system|-4.53651928902644
citi philadelphia|-4.52594997294841
privat insur|-4.49604734322453
chief engin|4.43464848230683
hundr thousand|-4.43188533574826
textil fiber|-4.41906935371963
life magazin|-4.41112931143744
oil import|4.40280027458003
commend distinguish|4.35788390423248
schoollunch program|-4.31747829538851
school construct|-4.315193774626
labor manag|4.30405350829424
hoover commiss|4.29976788719684
tariff commiss|-4.28563306971363
given nomin|-4.26335107356164
go ahead|4.24048848360152
trade practic|4.23211063498266
tax bill|-4.2313845552191
reloc util|4.22586514300329
million ton|4.21022981132296
surrend unit|4.18074933197005
american worker|4.17082098291835
agre resolv|4.16826673802824
proceed ascertain|4.14290166574954
trade union|-4.14002615415909
tax amort|4.13891612751995
govern control|4.10235378248835
nation lotteri|4.1013634291438
year administr|-4.08546731929878
secur benefit|-4.08347533696636
secretari navi|4.0780092563924
escap claus|-4.06045770508282
govern corpor|4.05593874003864
intern secur|4.05266550420405
naval nuclear|4.05021960465414
grower associ|4.04784087921847
pariti equival|-4.01029106082479
exhaust benefit|-4.00867300525348
support legisl|4.0065635124944
constitut author|3.9923098786399
joint develop|3.96676290939024
stockyard act|3.94489658308105
hear subcommitte|3.93071090856463
assert jurisdict|3.9267911196376
squar inch|3.91490451928115
budget estim|-3.91075396235258
san diego|3.90924206728276
local school|3.90765873434387
agricultur export|3.90755100620303
bureau reclam|3.89441753487737
nation labor|3.89330852413963
tax rate|-3.88804000950424
union leader|3.85442758988469
took offic|-3.82742494100826
daili worker|-3.8089341885711
last night|-3.80076992166982
virgin island|3.79067554916973
legisl refer|-3.77699949119752
mail user|-3.76950769310974
busi failur|-3.75625516816351
reciproc trade|-3.74079745459267
unfair trade|3.7294493747866
foreign residu|3.72152319637913
use taxpay|3.70713760076037
servic commiss|3.70660524355825
transmiss distanc|-3.66550294209893
peopl countri|3.65678339689162
cumul vote|-3.64141961291648
foreign tax|3.62657203685678
aluminum industri|3.62430693054923
cede unit|3.62215754365902
war widow|-3.62005930341939
articl print|-3.61772996613575
communist regim|-3.60732552740884
railroad retir|3.60190432322815
percent interest|-3.5983498655137
state public|-3.59526326694532
regul prescrib|3.58688362440534
problem middl|-3.58610688384506
commerci farmer|3.58326419652604
socialsecur payment|-3.56317607888281
econom develop|-3.55029837998266
spend program|3.50534253764137
socialsecur program|3.50296680445029
perman agenc|3.49650187189795
lunch program|-3.49290850699369
postag rate|-3.46655384233739
privileg serv|3.46099818140755
secondclass mail|-3.45077713773377
polici middl|-3.41310214998039
survivor insur|-3.40950747497
farmer rancher|3.40862302392466
elementari school|-3.40329143871771
unfund liabil|3.39909872117736
deficit financ|3.39260915683139
administr spokesmen|-3.38995182083093
progress educ|3.38974227987666
bar examin|3.3896347368161
sugar act|3.38425556691661
right act|-3.36953408869436
aid educ|3.36833646199033
cost reloc|3.36328864666558
alreadi author|3.36055990717197
weapon test|-3.35644483038913
equal protect|-3.35311898457519
cost product|3.3520199170192
protect consum|-3.34132621144942
women children|-3.31694921671014
local interest|3.31519713909615
administr plan|-3.29445692646213
one outstand|3.29203876224926
dairi farmer|-3.28533533685992
poll tax|-3.2743535363639
associ remark|-3.27164671656027
million squar|3.26763095200454
militari budget|3.23367898567452
famili farm|-3.1929146994513
privat util|-3.19019982889552
bar associ|3.1869256090328
portland harbor|3.17722300735508
shorn wool|3.17425685938503
elig consider|-3.16962429967017
steam plant|3.16852165258749
smallbusi enterpris|3.16474376878365
tax writeoff|-3.16344876526337
combat function|3.16340220986189
tax dollar|3.1590481547543
feder homeloan|3.14155532286426
profit tax|-3.13820582579851
sure member|3.13720233899438
duti tariff|3.13619280336623
daili peopl|-3.09894824072418
substanti labor|-3.09841047050731
regular armi|3.09155215494457
enforc injunct|-3.08896019458777
communist dictat|-3.08828044975163
grain livestock|-3.08776106569341
wool top|3.0872557228503
subscript televis|-3.08633556208001
debt limit|3.08386564665702
conflict interest|-3.08050946568088
admit union|3.07565119638066
corpor profit|-3.07050646293517
point follow|-3.07004085864633
act extend|3.06472328307683
soviet domin|-3.0530840081965
guard divis|3.04921175117557
san lui|3.03372202432015
surplus area|3.02747419897384
fha program|-3.02118441953533
general fund|3.02085390536059
inspect system|-3.01783576655818
slave labor|-3.00667269030623
great citi|-3.00422219402381
offici employe|3.00222138930873
recent receiv|-2.99861555013057
bill transact|-2.97278815268137
financ arrang|2.9372483688174
trade futur|2.92761796916044
cheap feed|-2.92043655886997
increas employ|2.91999957475178
million acrefeet|-2.9199952768872
religi freedom|-2.91539801667452
grand coule|-2.91187235975697
milk butterfat|-2.89627912378363
farm polici|-2.89278543860751
regret pass|2.88442744609641
highway system|2.88441311798057
import licens|2.88032719896531
reserv balanc|2.87623824165837
modern board|2.86943491096606
develop board|2.86804891388476
freedom speech|2.86539482240451
portion territori|2.86418887315633
wool grower|2.84461880414463
net farm|-2.84208100636213
cheap labor|2.83293262648527
nurs home|-2.82677485997706
feeder line|-2.80872443135247
incom group|-2.80540917787841
soviet govern|2.79016806208663
prefer claus|-2.7883226396516
forc violenc|2.78513009176103
urban redevelop|-2.77467582244329
peopl puerto|-2.76356173943618
foodstamp plan|-2.76336841083078
section communist|2.75257995457521
feder control|2.74194290392686
administr seem|-2.73693198726407
farm peopl|-2.73535528049722
postal subsidi|-2.72575293374551
trial examin|-2.72507651315118
rais interest|-2.72038863650757
concurr jurisdict|2.71476296469535
fact administr|-2.71076583918417
failur administr|-2.71068020385381
medic research|-2.70441231966768
takehom pay|-2.70223337669937
red china|2.70100768897876
oil co|-2.69998515169811
higher interest|-2.69988605283415
voluntari confess|2.69497594823789
air navig|2.6834555965033
farm popul|-2.67028596660252
support level|-2.66913326093594
stock fund|-2.66692948866628
serv juri|-2.66495911760104
el salvador|-2.6645243813446
campaign promis|-2.65561754091118
