phrase|partisanship
judg swayn|785.854073638205
lake bluff|171.88492842608
pension also|-135.732876422873
lackawanna counti|-124.675682915493
submarin boat|62.6996249764655
norfolk navyyard|62.2917610376882
american peopl|-59.2938332263635
peopl countri|-54.1753633861028
secretari agricultur|51.3194565547626
commerc commiss|-47.4537229601104
citi chicago|-37.9911397517617
traction compani|-36.3017829318692
armor plate|-34.4394475767984
gate receipt|34.2079087838455
secretari treasuri|32.9507920153535
sugar trust|-32.7464590956852
naval train|31.6030401673169
train station|31.5548229822189
postal save|-30.6380536501572
lifesav servic|-30.5268498982316
servic commiss|28.2359502037043
secretari navi|27.3701738628147
treati period|-27.2506964495907
act congress|26.7044875351599
interst commerc|-26.6693155922701
treasuri depart|24.7079167061729
health offic|23.6948007127498
great britain|-23.1991276206063
submarin torpedo|22.5306790691864
secretari interior|22.4591617057814
commut claus|-22.4178601721737
ship subsidi|-22.1364950863778
affair also|-21.7450302948899
tariff tax|-21.2885234935264
war depart|20.9855006714873
nation govern|-19.3127653601088
municip ownership|-19.0757462958955
servicepens bill|-18.4723687512295
public agenc|18.329960211567
railway compani|-18.2322040011226
creat territori|16.8576603206585
old soldier|-16.5027697537541
also petit|-15.3275995607897
armor factori|-14.9775205834147
public highway|-14.8829795177639
naval offic|14.5544491127167
patron rural|14.5057959696269
high protect|-14.5020143798646
form boundari|14.3030296227075
retir list|14.0599644936009
special privileg|-13.7177351318345
armorpl factori|-13.2511196478458
bere sea|13.1546325933587
test coal|-12.8847545796199
said territori|12.7476872636274
contract armor|-12.4421892261766
lake boat|12.2642302577333
nicaragua rout|-12.1995124846895
purchas exposit|12.1626586637814
investig postoffic|-11.8870342180275
flathead indian|11.7881932103244
sea life|-11.4417753155341
lump fund|10.4164608146527
vote impeach|10.2432950923574
naval prison|-10.2327328555505
high tariff|-10.2288433169321
purchas boat|10.174429965758
armor plant|-9.98931997994886
reserv balanc|9.98104053545237
american coal|-9.85305898920221
order commiss|-9.74498352635026
men author|-9.69619149293188
canal act|9.57677210665885
standard oil|-9.56418384467544
stand armi|-9.5269766351615
compens wage|-9.48943680940697
chines labor|-9.40164381676631
public road|-9.22163187192878
republ panama|9.13066321932941
reduc expens|9.03102248879672
peopl philippin|-9.00346587345612
affidavit dr|-8.90257361376005
railroad compani|-8.88012574768406
necessari life|-8.86573743129748
temporari govern|8.79854429423959
great citi|-8.06216792230842
carri foreign|-7.86422512995026
competit test|7.75298487719455
except homestead|-7.67857707516947
ground rent|-7.58259331712081
rate unreason|-7.51397280718417
thirtythre year|7.45468400837592
cloth upon|7.4374242878437
construct armor|-7.4322412908048
nation taxat|-7.33237908685387
militari secretari|7.01535245713506
oper serv|6.98617078393095
construct canal|-6.94342725933689
record parti|-6.85523704704051
pelag seal|6.71228421497604
flowag right|-6.6498714330298
incompat offic|6.57297000311337
favor subsidi|-6.54211657318221
odd section|6.53692082959529
assist messeng|-6.53177737944103
line promot|6.5135389007848
