phrase|partisanship
secretari treasuri|-82.461778020539
great britain|-81.4926106897524
poll tax|73.5282225730077
american peopl|-70.7224782682827
retir list|-59.3134963913548
war tax|-58.6245486303533
stand armi|-57.9693236061714
geodet survey|56.1611158305571
old soldier|-55.4562332356406
secondclass matter|-55.0686212072469
treasuri note|-55.0403201857211
secretari navi|54.9255924098103
naval offic|54.638780512852
coast geodet|54.1702651289941
philippin island|-51.0532942592267
coast survey|46.3786165889069
gold standard|-45.9117866647416
pension also|-42.0033558853485
standard oil|-40.314657400023
pneumatictub servic|40.2915888063044
puerto rico|39.8784004255867
affair also|-39.8413939763947
coeur dalen|-39.1872159347636
silver dollar|-37.9913211056449
rule regul|37.5232186300302
color peopl|37.4939022487662
gold coin|-36.2783745936953
gold silver|-35.5490453091495
revenuecutt servic|-35.0435060047937
nation banker|-34.914700132385
spanish war|-33.1951702294802
general fund|-31.0174123905577
said board|29.5089779245948
african republ|-29.0506477672843
pay poll|28.9958551625735
reserv fund|-27.8222880639588
cape nome|27.4566616626084
privat yard|-27.4452461636329
reserv balanc|26.7876087659983
illeg ballot|25.8545395317239
enter servic|-25.5805894984405
execut appoint|25.3610453299955
recess legislatur|24.5962252016423
mail divis|-24.5767852269592
elect commission|23.8206716122528
secretari interior|22.9359115071115
pension depart|-22.577390113005
director census|21.9303038687119
mine claim|21.8177218105543
increas salari|21.7894745173418
navi depart|21.2697933030953
establish gold|-20.4315227334493
mail pay|20.1755170974538
peopl countri|-20.0957456378345
commission navig|-20.0876493638441
citi norfolk|19.6120087435031
state note|-19.5147163136217
citi chicago|19.125551691725
porto rico|-18.8724398132671
spanishamerican war|-18.7705673447506
sale oleomargarin|18.4630975445935
railway postal|18.0786910713506
volunt infantri|-18.0162507126368
public domain|17.6788082486734
railroad compani|17.6251124689715
territori court|17.5166766956887
time war|-17.3435638694804
suit section|-16.8659168446878
claim also|-16.0200720997879
retir greenback|-15.9114666391657
said island|-15.8817724330486
constitut court|15.4411832345898
intent becom|15.2812113647339
favor bimetal|-15.2232111892275
govern yard|-15.1188092199111
philippin war|-15.0852922673548
distinguish friend|14.9532568599405
chief engin|14.7961214750897
note circul|14.4302306008549
uniform throughout|-14.3246055034216
elect franchis|14.2854823666759
elect unit|-14.0473813484265
duti impost|-14.0058995910327
pneumat tube|13.841573127329
present administr|-13.7424512223642
past war|-13.713642290402
general corbin|-13.3948187238581
reject ballot|13.3749937888256
public servic|13.3635768772923
twentyf year|-13.3490994651236
constitut extend|13.2477283106725
larg stand|-13.0536103075247
dalla counti|12.9614169980092
postoffic clerk|-12.5216569641788
color voter|12.4104427295348
census offic|12.3098374067193
antitrust act|-12.2193701182664
feder armi|12.2072864169156
vessel built|-12.1868252580054
exist gold|12.0817472963242
haypauncefot treati|-12.0513702539319
everi trust|-11.9571262337003
gaslight compani|11.8977672299691
peopl philippin|-11.7666895485958
offic sea|11.7248849571717
imit butter|11.5199635034865
canvass return|11.4828389482145
gold reserv|-11.4392070594799
certain vessel|-11.3987916916355
sugar tobacco|-11.3686330471092
constitut appli|-11.2578833550028
bureau equip|10.9409291743898
negro vote|10.8762828948878
capita popul|-10.8377940952182
upon peopl|-10.8323149979916
armor plant|10.6705168683195
issu redempt|-10.0834110149296
citizen unit|10.0580194833721
intern revenu|9.93001282427133
state board|9.84491034532507
legislatur fail|9.76663617248744
paper currenc|-9.72379802398065
muster servic|-9.48658635888131
revenuecutt offic|-9.39645947256771
geolog survey|9.34154419342975
tariff tax|-9.2955083294374
trust countri|-9.23485871457756
except pacif|-9.08511476181753
cutter servic|-8.78091264454045
rican bill|-8.73151800280129
build vessel|-8.66397113487158
happen recess|8.61547451496691
baltimor potomac|-8.58160685977972
counti board|8.3578526189462
