phrase|partisanship
natur gas|-155.781722046411
american peopl|-85.9951326464275
cubic feet|-60.9286825450077
presid eisenhow|59.3698245207921
pipelin compani|-57.6135640625394
nation defens|57.1758589209325
foreign countri|54.2754971061474
farm program|-52.9186956316899
foreign polici|-52.5616924149281
interst commerc|-49.2194814920486
cargo prefer|49.2184745563988
interst system|47.0670379564403
secretari agricultur|-45.6504326320526
atom energi|-44.6877594568459
depart agricultur|-41.9410884708652
thousand cubic|-41.5715455106625
air forc|40.7201278512722
activ duti|39.8145828704613
longshoremen act|39.5456528498455
war ii|37.0383418946278
nation guard|36.9685572259718
foreign residu|36.0594702788781
oil compani|-34.9040011968308
oil gas|-34.8652531098734
municip court|34.8178832294319
transit co|34.3888486682437
treasuri depart|34.0656957075101
privat enterpris|33.2603156785372
arm forc|31.6693451626014
steam plant|31.037655747624
interest rate|-30.4331824619118
gas produc|-30.247782720358
capit transit|29.6526485661011
basic commod|27.8138488390121
present administr|-27.6122661626204
attorney general|-27.388907828167
intern revenu|27.3366129561421
armi engin|26.2850921184968
men women|-25.6795496117251
budget estim|-25.1712807459108
gas interst|-24.6344206093155
residu oil|24.308356859576
side aisl|23.6334384530518
minimum wage|-23.5679338569235
take care|23.3569537751988
feder trade|-22.6653103919394
russian communist|-22.5823890125363
mani year|22.0961214143493
gas act|-21.9815192290077
readi reserv|21.9491275511427
oil co|-21.0496445439824
saudi arabia|-21.0292374058053
independ produc|-20.9539153856995
trade commiss|-20.8679267330031
propon bill|-20.3364281125935
prevail wage|20.3107118735403
communist aggress|-20.2426797019528
excis tax|20.2327631375054
wildlif refug|-19.8651158993223
popular vote|-18.9973430104815
textil industri|18.8645464660603
feder reserv|-18.7899658263284
status forc|18.6932521235638
robinsonpatman act|-18.2875111517486
highway system|18.008437076346
privat properti|17.7795918996222
univers militari|17.3255520107439
million ton|17.2888541950832
american taxpay|17.2704281809777
hoover commiss|-17.2410832439781
gas industri|-17.1446270321051
interst highway|17.079410421706
depart commerc|16.8438546386715
feder treasuri|16.8142011237134
tax relief|-16.5025533699928
world war|16.4786578430672
revenu code|16.4410066871959
privat util|-16.0812608643008
wage rate|15.8909858822367
nation debt|15.8685373207044
soviet russia|-15.860784535545
upper basin|15.462739345504
standbi reserv|15.3711263796633
nation independ|-15.290901338954
mine co|14.9270699041389
surplus food|-14.6023802554577
trade agreement|14.4826222771211
distribut compani|-14.1497096975407
foreign servic|14.0698456064287
gas compani|-13.9886636706085
reserv offic|13.9397737574357
communist china|13.5721653551136
pay tax|13.5189470124713
inform program|-13.2035830137801
gas pipelin|-13.0518845197683
escal claus|-12.998980646343
american merchant|12.9536497223206
arab state|-12.92693337581
western state|12.7344007994381
standard oil|-12.7328097875599
protect consum|-12.6859560739354
pay rais|-12.5504941882123
bureau reclam|12.491388305296
sugar act|12.4594555496725
farm famili|-12.4516431557881
press confer|-12.4066349262621
million bushel|12.2866443974974
farm incom|-12.1571574917956
old equip|12.14271843802
radio oper|12.0483080973475
republ china|11.9227038698063
support level|-11.8357564353265
intern inform|-11.8166438511536
nation capit|11.8128234035688
recommend presid|11.7959378661564
tariff commiss|11.7835703405132
public develop|-11.7312948437182
burley tobacco|-11.7294698028552
ballist missil|-11.7107816385896
civil defens|-11.5959347670111
school construct|-11.5557206382748
trade polici|-11.4814422540858
storag project|11.1847359204181
nation institut|-11.1263236166984
sale natur|-11.0655672087871
highway bill|10.9743607291314
puerto rico|-10.8727280332781
general motor|-10.8645626892174
institut health|-10.8108975658512
feder wage|10.7892797863152
librari servic|10.6706323038126
grand coule|-10.5467972074924
railroad retir|10.4390101146643
oil industri|-10.3466843304683
citi dalla|10.3046233436137
gas sold|-10.295415051878
public road|10.2362950768872
great lake|10.2213287378075
health servic|10.1724528847347
revenu servic|9.99728385143003
provid open|-9.99147749441697
agreement act|9.96983090616992
american ship|9.92686264783604
fund republ|9.92591366633056
reserv program|9.91542438761624
percent gas|-9.74754340569566
feder regul|-9.7468992536795
domest textil|9.73730228286719
militari train|9.6810318091957
tax dollar|9.52595859375401
giveaway program|9.51526315009007
comptrol general|9.51441305683031
armi reserv|9.45786858126598
taxpay countri|9.42978719770913
gasolin tax|9.38284899106213
spanishamerican war|-9.35719090690262
gas co|-9.1554547180364
million thousand|-9.10683120381511
feder tax|9.10534895145319
highway depart|9.08273609427988
state legislatur|-9.06001989803108
rural electr|-9.00984179937163
domest produc|8.99661458473862
communist conspiraci|-8.97784286146803
bureau public|8.87584506576318
korean war|8.87564778318754
foreign nation|8.8645761879602
public librari|8.83823762774134
farm credit|8.79098859505358
net incom|-8.71352683754546
reserv forc|8.70222706854571
chines communist|8.57169869890428
build steam|8.53982490631382
age women|-8.50601887530023
pariti formula|8.49021095551446
surplus agricultur|8.43641345505332
western europ|-8.41778822845866
valley author|8.39277181222357
hell canyon|-8.37255259531132
increas minimum|-8.31133579314688
dairi product|8.29862682401303
veteran affair|8.19428005793211
harrisfulbright bill|-8.12703892524684
agricultur product|8.07944205127398
famili farm|-8.0302677045985
foreign ship|7.96893266795421
oneparti state|-7.79186581700766
tva region|7.78549440177656
exist contract|-7.78524434450745
foreign produc|7.74913588808568
sugar produc|7.74268894079837
gas reserv|-7.67506026441393
oppos bill|7.64111782258602
reserv board|-7.59850319690501
energi commiss|-7.59187916862937
virgin island|-7.53853469272912
health educ|-7.49968209916705
state contribut|7.48627985904349
partisan polit|-7.46686769104022
billion dollar|7.43528337759897
sugar beet|7.42442910042114
total perman|-7.34731771021884
public ownership|7.34137752460209
pacif northwest|-7.32449114409627
elect year|-7.24489743127167
general agreement|7.20257334094404
life magazin|-7.10977893509831
public transport|7.09864434115188
farmer union|-7.05703394717391
farm peopl|-7.02944329780259
wage fix|7.02771743164342
foreign court|6.8612206385379
barrel residu|6.82253102113083
construct steam|6.81670938779277
forc labor|-6.66899523350782
import foreign|6.65545213712657
deplet allow|-6.59676935179269
home administr|6.59546865743285
back home|6.58300985296073
cold war|-6.54395393259412
natur disast|-6.49594494108057
advanc plan|6.47930095185927
farmer home|6.4714902881538
conform wish|6.40516423290914
develop command|6.40424142868314
monument commiss|6.37350065169965
produc natur|-6.33792081948251
presidenti elect|-6.3005300273061
socialsecur program|-6.27865734085992
use gas|-6.24423281821704
high hell|6.20531359225169
alien properti|6.18942068522659
billion thousand|-6.17754063899008
gas bill|-6.16047661090573
previous administr|6.10625193962068
particip project|6.08194114913761
feed grain|6.05857411204304
civil aeronaut|-6.04946900809211
intellig agenc|-6.04463615520378
complet highway|6.02559462108475
employ mexican|6.02330683598845
caus action|-5.98923708382315
big oil|-5.97756138567636
sale gas|-5.97503080968504
subcommitte reorgan|-5.92387303553832
automobil industri|-5.90787036765822
communist leader|-5.90526584516895
union member|5.87603781816111
secretari folsom|-5.87338876780406
communist parti|-5.83867752142829
air research|5.76769102634407
cent thousand|-5.70505783314461
export valu|5.64568140317965
habea corpus|-5.63871506029056
calendar year|5.60168969477114
arab countri|-5.59175024067413
state suprem|-5.5722909571551
communist empir|-5.56921120175512
hopper dredg|5.56675510510832
general ridgway|-5.56390026217626
memori introduct|-5.54872490117195
defens countri|5.54027755295151
prefer act|5.53525331857068
way life|-5.49883710761756
polish peopl|-5.49213901948136
public relat|-5.48350651747353
regul produc|-5.46541593234404
nation feder|-5.32718419220134
nation origin|-5.31817184268403
postal transport|5.31413177234622
defens formosa|-5.30004981523402
citi gate|-5.26903205675791
unit nation|-5.26129639768391
veteran administr|5.26050036836314
net profit|-5.2503082062984
foodstamp plan|-5.24597667736331
davisbacon provis|5.23818934867259
commend distinguish|5.23377247228227
older peopl|-5.23361226919128
urban road|5.20938762992173
wit direct|-5.17671998356308
salvag valu|5.14061931634004
produc sale|-5.12250843435494
chiang kaishek|-5.11953581563511
cost gas|-5.11232572523418
lowincom famili|-5.09392890530297
energi act|-5.06591962284506
asia africa|-5.05271355573794
servic commiss|5.0143155549275
daili worker|4.9826999537373
proport vote|-4.9435304521869
reclam bureau|4.93911657781331
incom incom|-4.9257475431114
reclam program|4.87442928037081
prefer claus|-4.87241493560142
petroleum co|-4.84479595655077
merchant fleet|4.81196884631535
confer counsel|4.81125067885633
press releas|-4.80447636071251
manufactur milk|4.776659026243
tax bill|-4.74119315052995
discharg petit|-4.72919957085009
transit compani|4.72844870168948
general brownel|-4.70195549374914
unit statesflag|4.69176724614267
year administr|-4.64486328854876
citi memphi|-4.63972186357922
war iii|-4.62709821471956
harold stassen|4.62434682459719
emerg ship|4.62155875114179
introduc distinguish|4.60858529893821
abl friend|4.59638112163167
polici administr|-4.58237737013376
muscl shoal|4.56516969247503
commod credit|4.55733608048197
project recommend|4.55362906907998
red chines|4.55332222619265
reserv oblig|4.5385192417878
american boy|4.52734926568725
grand canyon|-4.51745015783433
reserv balanc|4.51196096610187
pay interest|4.50993430125516
socal independ|-4.48919651155559
give away|4.44885530097824
grain trade|-4.44113136299328
militari construct|4.42813510570423
incom group|-4.41859545171723
san diego|4.41665304119465
repeal section|-4.40706844354376
compani produc|-4.36617356641351
bureau intern|4.36454812288186
creep social|-4.32660199687608
secretari treasuri|-4.30964542578736
increas salari|4.2607433790935
cost construct|4.25816503743025
rural america|-4.23149216748119
medic care|-4.23133587645683
consum interest|-4.2081644255635
sale interst|-4.20254113583252
execut agenc|-4.17357155271219
western electr|-4.1709892716592
high interest|-4.13668309624475
familys farm|-4.11982144461291
central valley|-4.11937016448618
first boston|-4.11636337251462
get gas|-4.08480260515478
vessel avail|4.07394531633089
naturalga industri|-4.07097009631103
labor relat|-4.04115224261184
unoblig balanc|4.03860497059551
cumul vote|-4.02677522901418
limit import|4.01797198254658
consumpt use|4.0159421588281
administr talk|-3.9997125954877
produc pipelin|-3.95131671359737
metal co|3.93715795555875
geolog survey|3.91316479636782
american public|-3.91163266585048
formula provid|3.8953473109237
militari aid|3.87678335494146
conform recommend|3.87540718349042
favoredn claus|-3.86398512818875
general eisenhow|-3.84046318641522
surplus product|3.83239923641246
american zinc|3.82903549000319
repay contract|-3.82871469773558
refuge relief|-3.82595482986594
privat parochi|-3.811491627123
administr spokesmen|-3.80989695645167
high support|3.8087616603833
co contract|3.78678800298451
secondari urban|3.77900605539481
american famili|-3.76814568081724
purchas gas|-3.74416105263591
found father|-3.73283466891911
general lemay|-3.71575997921637
jet bomber|-3.71051064827462
central america|3.66317378314303
zinc lead|3.65616703990828
duti tariff|3.65431813895506
intern communist|-3.64241002823801
trade red|-3.6351348375678
famili farmer|-3.63062386507043
addit tax|3.6293417956603
pariti program|3.61687094509291
union boss|3.60766591119669
rural develop|3.57338395883822
organ reserv|3.57287120130695
general ticket|-3.55231041044013
build reactor|-3.5412203553858
report compli|-3.49901418237773
federalaid highway|-3.4367641228868
senior citizen|-3.39889963779459
commerc natur|-3.39040745962544
less prevail|3.38854549639132
offic manag|-3.38710494368453
reserv train|3.38452796170463
valu facil|-3.38260047441793
present system|-3.37458731914072
tariff act|3.37058796037558
knot speed|3.3432351787973
produc gas|-3.32874730648168
poll tax|-3.31531120235856
saudi arabian|-3.31363911903047
gas rate|-3.30925786653345
juri report|3.30528566414905
high dam|-3.28744007328089
state game|-3.27153555816595
road program|3.26784677289368
forc reserv|3.26472281654036
americanflag vessel|3.26066619929729
took offic|-3.25346079337168
consum gas|-3.25220681274769
state asc|-3.23165646666314
labor organ|3.2267100581292
pivot state|-3.21353862396632
nurs servic|3.19371547633687
businessmen associ|3.19158501866647
korean armistic|3.18649623068386
wage determin|3.18119607602607
time herald|-3.17593326752539
subcommitte improv|-3.17488734901296
liabil servic|3.16685087728084
diem govern|-3.13555259297727
account offic|3.13148659034668
product gather|-3.11472853737655
mail pay|-3.11407382882549
boston corp|-3.10461342419066
gas sale|-3.100680260481
interst commiss|3.10059294173234
disast insur|-3.06989477289568
school milk|3.06092754776186
indian titl|-3.05996353088137
gas purchas|-3.05223896563818
gas enter|-3.02025773496728
farm surplus|2.996854232092
polici middl|-2.9898961229189
air supremaci|-2.9681445277788
aswan dam|-2.96671292204155
tri foreign|2.96443941509139
presid administr|-2.95094948865747
prefer custom|2.94015009893534
intercontinent bomber|-2.90994808165048
feder grand|2.90914361421126
sale tax|-2.904420058605
storag unit|2.89964850140277
tax lien|2.881492212812
enter interst|-2.87570479915965
farm base|2.87270377113011
neutral nation|-2.86373016593386
forc agreement|2.85934564455089
red cloud|-2.85877347409086
rigid support|2.85839045595601
take acreag|2.85195494542981
tva act|2.84290205284574
splinter parti|-2.83870408188559
senior colleagu|-2.82637763610553
gas journal|-2.81683374678796
gas fact|-2.81434616629853
spring valley|-2.80988853824377
manag capit|2.78402622349929
conserv storag|2.77995206372752
build highway|2.77917810921406
industri gas|-2.77641044173321
oper maintain|-2.74769354635848
port tampa|2.74236487611346
govern control|2.73957177368433
dam hell|-2.73948359976642
interst sale|-2.73389073258011
cattl hog|-2.72523748429809
duck stamp|-2.72197326638029
color peopl|-2.72197279807544
econom report|-2.71891043466929
beet sugar|2.71847912928017
