phrase|partisanship
american peopl|-64.3368737461142
pig iron|56.4820610742256
judg archbald|54.9123694384361
armi reserv|44.2670192425341
foreign countri|41.0994826902105
regular armi|40.0509738524108
high protect|-38.0985353114384
organ militia|37.1602651296742
porto rico|36.9579661007974
know whether|35.6649753529867
panama canal|-34.7709342791781
great britain|33.9375558346854
direct tax|-33.4029940125828
war depart|32.5513680368104
iron ore|32.0090585871362
nation govern|-29.5257284333988
chief staff|28.4493743822126
pension legisl|-28.0883332646084
depart agricultur|-27.7162350092385
raw wool|-27.1097023306623
cape girardeau|26.1255535352143
paynealdrich bill|-25.3692940267842
trial juri|-24.3625298596887
nation guard|24.3533788102789
tax upon|-24.2680352488077
retir list|24.2228972953392
mail matter|23.8477869170769
old soldier|-22.7823986714328
tariff tax|-22.7815465621206
secretari war|22.2423637900117
woolen manufactur|-21.6651023609956
enlist men|21.6639802070637
wage earner|21.34944828849
high tariff|-20.9899113131856
col goethal|20.8341340162034
revis tariff|-20.4858354544721
take away|19.9599100331605
necessari life|-19.6735711747688
public domain|-19.6429311794727
public servic|-19.5401694045055
sailor regular|19.0869289649092
also petit|-19.0301283404888
print paper|18.9333066454065
bill propos|18.7696531338214
feder report|18.7611171743422
staff corp|18.7329646287315
beet sugar|18.7143735370079
eri railroad|18.6050652202929
flowag right|18.4420695653805
duti impost|-18.3091552846339
general parcel|-17.933918188786
dutch standard|17.705933678164
public opinion|-17.4186072250572
special interest|-17.3947608153349
right trial|-17.0148429602206
fold room|16.5053533187694
claim agent|-16.4029253105965
sugar refin|16.2606942688951
make differ|16.2267483267165
volunt forc|15.7816479162558
improv road|-15.7763327126714
special privileg|-15.745765564351
militari academi|15.7144867772767
vocat educ|15.635022274276
pay roll|-15.3756936306153
general staff|15.2610275488127
dutiabl list|15.0395235097948
labor cost|-14.9264451094767
taxpay countri|-14.7368882631431
peopl countri|-14.4257245180492
mexican consul|14.352418096489
congress appropri|-14.3166501216421
tariff taxat|-14.2118472159554
valorem duti|14.1582586932565
sold us|-14.1094549701329
commerc commiss|13.7685568683653
pension also|-13.5476080159416
high school|13.4466413401053
burden taxat|-13.0579619422476
common peopl|-12.9766435196415
foreign nation|-12.9159909419558
american farmer|12.7936381989939
powder trust|-12.7074622803805
increas salari|-12.5253843686245
express compani|-12.4391845044287
canada sold|-12.2193218381869
arbitr treati|12.0613479637368
primari elect|12.0044764407897
sugar produc|11.6941559885146
govern exhibit|11.116516981319
upon peopl|-11.0374049521792
smokeless powder|11.0204635134641
engag interst|-10.9146147418931
pelag seal|-10.8574096601667
civil pension|10.7649453351972
standard oil|-10.6368617946735
freelist bill|10.5204683210539
announc stand|-10.4024167805432
shoe manufactur|10.3881583628813
smooth surfac|-10.3330364079915
pacif coast|10.3267627088661
high commiss|10.3159141891563
oil co|-10.3084410639592
beetsugar industri|10.2889098409013
suppli corp|10.1725746419688
joint high|10.0992024708685
execut order|-10.0864084468665
suppress rebellion|10.0010458676944
wool schedul|9.9968966616431
protect duti|9.99470649873552
supervisor elect|-9.98998186790112
time war|9.94564591120501
properti owner|-9.87109768885474
home econom|9.82825317777466
regular troop|9.82088244293642
sheep industri|-9.75613421226356
improv navig|9.74029548362545
come countri|9.73543349442226
vessel engag|-9.55627888604804
southern state|9.49259131895849
sold canada|-9.45953223763812
great mani|9.38021840282899
seal life|-9.36085081905097
agricultur implement|9.32033905498078
grand armi|-9.3021663999955
agricultur depart|-9.27318338938653
san francisco|9.27064872052648
favoredn claus|9.19994942759064
reduct tariff|-9.07808282092489
oper canal|8.91837074387916
russian govern|-8.91465938720177
linse oil|-8.88656180501221
nation tribun|-8.88002663445623
cigar maker|-8.69906866071354
paynealdrich tariff|-8.60999002290875
interst trade|-8.5469831720224
coast artilleri|8.52200504695691
specif duti|8.44497465729798
compet issu|8.40458679929897
cent express|-8.1983056573385
coal iron|8.16725059474262
actual threaten|8.14666001340591
side aisl|8.12384329240282
dri farm|-8.10626186332344
pair clerk|8.04748348322037
bill carri|-8.02274103309238
submit arbitr|8.01991455431806
beetsugar factori|8.00795511691887
census offic|7.97506092552803
iron co|7.91877114841396
muster servic|7.79954536959326
put duti|7.76054686671345
differ favor|-7.7556443153561
impost excis|-7.74951722096384
commission educ|7.73609282609222
public treasuri|-7.66520445859697
tax direct|-7.60548212355291
certif compet|7.57979331306768
farm labor|-7.5736453148177
general liabil|7.54321477915831
import wool|-7.42727829545266
compens act|-7.37362204217812
refin sugar|7.29043060342246
announc colleagu|-7.2723355550867
rais volunt|7.23388220662199
zinc ore|7.21831433379298
organ volunt|7.20749640205437
atlant seaboard|7.10987436010577
powder co|7.04221422350278
stock grower|-6.98521074121314
lock dam|6.94564771701583
advoc general|6.91622483942965
paragraph desir|-6.89419902968383
director census|6.87774039230135
clerk pension|6.85291581291484
bureau chemistri|-6.84721137878012
tariff reduct|-6.84610197227899
breeder associ|-6.79449768884846
relief peopl|-6.78687979722909
increas compens|-6.5636054342893
contain near|6.56202203870324
total aggreg|-6.50376126524479
trust countri|-6.43499218065338
natur resourc|-6.43385379159544
sulphur acid|-6.40100316737534
trade industri|6.39715456799342
futur deliveri|-6.358581048512
nation state|-6.26713507244523
wave length|-6.23248284747563
geolog survey|-6.17958976140517
regul commerc|-6.15179740877377
eleventh congression|6.13937898119075
secondclass matter|6.1334646681029
dr galloway|-6.12880920861792
govern yard|-6.11654137415795
approv secretari|6.11055760530022
raw refin|-6.10405537022718
illiteraci test|6.03324095797696
republ panama|-5.95278871333866
wool contain|5.90576984215049
process refin|5.90175122012256
spoil system|-5.88590036864004
general proposit|5.85438566276144
busi proposit|-5.84705124038833
harvest trust|-5.83289261800139
destroy industri|5.79541021850333
cost abroad|5.78911698389712
public expenditur|-5.78901600885471
deleg state|5.78667925091409
immigr commiss|5.74931618729194
regular muster|5.72812275162521
public road|-5.70970660655214
philippin govern|5.70613419901024
spanish war|5.69556862142975
corpor engag|-5.64226179788865
secondclass mail|5.62477848898885
defens general|-5.56775292453322
lumber upon|5.5512984513151
commerc among|-5.53310262104115
bureau mine|-5.46517020658096
engag coastwis|-5.43358035811911
near practic|5.39793705792296
referendum recal|-5.39506165911832
report tariff|5.39270382499422
protect lumber|5.37239231225969
great trust|-5.34441599168384
bill lade|-5.34438734310953
tariff wool|-5.32131544531113
magistr court|-5.26351697563059
tariff downward|-5.25910176750937
campaign fund|-5.23122285396673
woolen trust|-5.22944092156615
within reserv|-5.21287016163399
prohibit tariff|-5.19612763869881
protect industri|-5.17583357931607
capit tax|-5.16068447512336
widow gen|5.15590157339445
board chariti|-5.13718675197363
match co|-5.11807770516221
rescu station|5.08869405801979
right action|-5.07461411532904
unavoid absenc|-5.01967741888276
cent yard|5.01145425336001
five civil|4.99887756519097
wool woolen|-4.99378859277457
stand armi|-4.9477321797563
war certain|-4.94493815149526
san diego|-4.92773057784555
believ protect|4.90426122684549
pension increas|-4.89994168489056
second term|4.89746558643451
wage rate|-4.89386326530435
employ employe|-4.88813708352911
coastwis vessel|-4.88782980818575
