speech_id|chamber|date|number_within_file|speaker|first_name|last_name|state|gender|line_start|line_end|file|char_count|word_count
460098655|H|18800513|490|Mr. SPRINGER|Unknown|SPRINGER|Unknown|M|5973|5973|05131880.txt|27|4
460098656|H|18800513|491|Mr. ORTH|Unknown|ORTH|Unknown|M|5974|5976|05131880.txt|138|24
460098657|H|18800513|492|Mr. SPRINGER|Unknown|SPRINGER|Unknown|M|5977|5977|05131880.txt|26|5
460098658|H|18800513|493|Mr. ORTH|Unknown|ORTH|Unknown|M|5978|5988|05131880.txt|548|103
460098659|H|18800513|494|Mr. SPRINGER|Unknown|SPRINGER|Unknown|M|5989|5995|05131880.txt|395|75
460098660|H|18800513|495|Mr. HARRIS. of Virginia|Unknown|HARRIS|Virginia|M|5998|6003|05131880.txt|299|56
460098661|H|18800513|496|Mr. ATKINS|Unknown|ATKINS|Unknown|M|6006|6008|05131880.txt|185|29
460098662|H|18800513|497|The CHAIRMAN|Unknown|Unknown|Unknown|Special|6029|6030|05131880.txt|59|10
460098663|H|18800513|498|Mr. DAVIS. of North Carolina|Unknown|DAVIS|North Carolina|M|6031|6114|05131880.txt|5416|840
460098664|H|18800513|499|Mr. BAKER|Unknown|BAKER|Unknown|M|6115|6147|05131880.txt|1480|252
460098665|H|18800513|500|Ar. DAVIS. of North Carolina|Unknown|DAVIS|North Carolina|M|6186|6187|05131880.txt|50|10
460098666|H|18800513|501|Mr. IURROWS|Unknown|IURROWS|Unknown|M|6188|6189|05131880.txt|77|13
460098667|H|18800513|502|The CHAIRMAN|Unknown|Unknown|Unknown|Special|6190|6190|05131880.txt|20|3
460098668|H|18800513|503|Mr. BURROWS|Unknown|BURROWS|Unknown|M|6191|6191|05131880.txt|27|5
460098669|H|18800513|504|Mr. McKENZIE|Unknown|MCKENZIE|Unknown|M|6192|6193|05131880.txt|60|12
460098670|H|18800513|505|The CHAIRMAN|Unknown|Unknown|Unknown|Special|6194|6195|05131880.txt|47|7
460098671|H|18800513|506|Mr. DAVIS. of North Carolina|Unknown|DAVIS|North Carolina|M|6196|6253|05131880.txt|3637|628
460098672|H|18800513|507|Mr. ATKINS|Unknown|ATKINS|Unknown|M|6254|6326|05131880.txt|4581|798
460098673|H|18800513|508|Mr. CABELL|Unknown|CABELL|Unknown|M|6327|6327|05131880.txt|15|3
460098674|H|18800513|509|Mr. BURROWS|Unknown|BURROWS|Unknown|M|6328|6328|05131880.txt|28|5
460098675|H|18800513|510|The CHAIRMAN|Unknown|Unknown|Unknown|Special|6329|6329|05131880.txt|44|7
460098676|H|18800513|511|Mr. CABELL|Unknown|CABELL|Unknown|M|6330|6342|05131880.txt|42|7
460098677|H|18800513|512|Mr. BURROWS|Unknown|BURROWS|Unknown|M|6343|6343|05131880.txt|27|5
460098678|H|18800513|513|The CHAIRMAN|Unknown|Unknown|Unknown|Special|6344|6345|05131880.txt|59|11
460098679|H|18800513|514|Mr. ATKINS|Unknown|ATKINS|Unknown|M|6346|6347|05131880.txt|67|11
460098680|H|18800513|515|The CHAIRMAN|Unknown|Unknown|Unknown|Special|6348|6350|05131880.txt|121|21
460098681|H|18800513|516|Mr. CABELL|Unknown|CABELL|Unknown|M|6351|6405|05131880.txt|3590|649
460098682|H|18800513|517|Mr. HOOKER|Unknown|HOOKER|Unknown|M|6406|6408|05131880.txt|121|22
460098683|H|18800513|518|Mr. CABELL|Unknown|CABELL|Unknown|M|6409|6421|05131880.txt|820|156
460098684|H|18800513|519|Mr. REED|Unknown|REED|Unknown|M|6422|6472|05131880.txt|3242|568
460098685|H|18800513|520|Mr. HOOKER|Unknown|HOOKER|Unknown|M|6473|6515|05131880.txt|2727|485
460098686|H|18800513|521|Mr. ATKINS|Unknown|ATKINS|Unknown|M|6516|6517|05131880.txt|91|15
460098687|H|18800513|522|Mr. HOOKER|Unknown|HOOKER|Unknown|M|6518|6539|05131880.txt|607|115
460098688|H|18800513|523|Mr. KELLEY|Unknown|KELLEY|Unknown|M|6540|6568|05131880.txt|1792|326
460098689|H|18800513|524|Mr. IOUK|Unknown|IOUK|Unknown|M|6569|6596|05131880.txt|1797|305
460098690|H|18800513|525|Mr. UPDEGRAFF. of Ohio|Unknown|UPDEGRAFF|Ohio|M|6597|6599|05131880.txt|106|20
460098691|H|18800513|526|Mr. HOUK|Unknown|HOUK|Unknown|M|6600|6615|05131880.txt|940|170
460098692|H|18800513|527|Mr. CHALMERS|Unknown|CHALMERS|Unknown|M|6616|6618|05131880.txt|125|22
